Category,Sub-Category,Product Name,similar_products,similar_products_vectors,top_similar_products,sku
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies Appliances Acco 6 Outlet Guardian Premium Surge Suppressor,"[-0.00857689 -0.16337833  0.15544078 -0.17830767  0.3677813  -0.3634889
  0.08639143 -0.0114352   0.19164512  0.23542391 -0.04693633 -0.19357689
 -0.04130878 -0.3082411   0.05849077  0.04837833 -0.15545811 -0.06914034
  0.15530911 -0.04985504  0.1407588  -0.17010461 -0.18482533 -0.12404667
  0.00887775  0.00777778  0.14264    -0.06339223 -0.2085239  -0.06256534
  0.38466534  0.10600666  0.03233589  0.1549471  -0.01291444  0.31897438
 -0.03117889 -0.09189679  0.10312189 -0.360748    0.4774922  -0.06483009
 -0.19162777 -0.32920134  0.3660001   0.02151356 -0.21474689 -0.2195211
  0.13511354 -0.3611011   0.01531478  0.07748555  0.01695344  0.24891554
  0.00672345 -0.974519   -0.04294733 -0.07276588  0.96221554  0.03557444
  0.2216298  -0.27660358  0.03590334  0.4073915   0.34183222  0.21594323
  0.05107556 -0.3574      0.388641   -0.1161361   0.09496611 -0.04538099
  0.23213212 -0.08463611  0.05546521  0.10759655  0.24097112  0.14588533
 -0.47600666 -0.07022355  0.24748653 -0.11608766 -0.35383368  0.42486
 -0.3346609  -0.273076    0.12922679 -0.08124334  0.05824367 -0.34807634
  0.18514769  0.22194722  0.14172433 -0.21587312 -0.40288237  0.08557334
  0.35790122 -0.26015002  0.65075     0.12491032]","['sku1190', 'sku1237', 'sku1347', 'sku0651', 'sku1417']",sku1323
Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies Paper Avoid Verbal Orders Carbonless Minifold Book,"[-0.23300488 -0.02649375 -0.037467    0.07523025  0.212421    0.09457375
 -0.1855675  -0.0096385   0.06415462  0.21839677  0.02159775 -0.3327174
  0.16450128  0.2769669  -0.09393663  0.09861438  0.24750063  0.06484912
  0.09601987 -0.27939126  0.04918337 -0.16617374 -0.04447937 -0.0498475
  0.02355498 -0.14991175 -0.16149512 -0.26356748 -0.087815   -0.03729412
  0.12140538  0.13990088 -0.19380125 -0.26210588 -0.20478874  0.23257837
 -0.07789876 -0.24327675 -0.1026075  -0.070595   -0.246361   -0.09953798
 -0.13258874 -0.41003904 -0.02029624 -0.06130225 -0.11478586 -0.35187396
 -0.13853864 -0.46904004  0.44901997  0.08692012  0.17772962  0.7879688
 -0.00523762 -1.5966086  -0.04478887 -0.07583125  1.3318387   0.00868702
 -0.1211004   0.08796625 -0.33326435 -0.098926    0.57929254 -0.23661377
  0.285159    0.13885     0.16690373 -0.27613762 -0.16454437  0.15331763
  0.14799875 -0.28771502 -0.04620088  0.49416122 -0.16651754  0.229351
 -0.88797     0.19940828  0.3837415   0.08468626 -0.43298587  0.01113774
 -0.92859    -0.26728252  0.16238438 -0.2073564   0.09950737 -0.1040405
  0.07279249 -0.00581688  0.19193137 -0.11818821 -0.15465623  0.05414502
  0.23578589 -0.18584499  0.26564518  0.27816468]","['sku1091', 'sku1831', 'sku0034', 'sku0068', 'sku1724']",sku1324
Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies Binders Fellowes Presentation Covers for Comb Binding Machines,"[-0.30655244 -0.00965689 -0.05148067 -0.14467236  0.16876999 -0.10343899
 -0.11654887  0.42956525  0.07742146  0.32987356  0.14308698 -0.31099838
  0.09269011  0.16462556  0.09208233  0.18791166  0.34595466  0.07033245
  0.13526998 -0.22328012 -0.15478656 -0.23719376  0.06619667 -0.06129899
  0.12211379  0.05029133 -0.02604456 -0.13426448 -0.23023868 -0.13779268
  0.34058645 -0.04382655  0.04103051 -0.06022478 -0.0047389   0.17920688
 -0.0365029  -0.08373689  0.16984999 -0.15354244  0.03141145 -0.21047743
 -0.21061443 -0.03133889 -0.06713033 -0.18968466 -0.34409332 -0.27138332
 -0.0848041  -0.30998713  0.07618632  0.01024854  0.16518478  0.7311444
 -0.07791901 -1.0773523  -0.20395465 -0.09970334  0.89092135  0.07665657
  0.17530845  0.26787335 -0.02853537  0.35408235  0.3376966  -0.15451513
  0.27602878  0.14074789  0.16633111 -0.18758966  0.04888942  0.069309
  0.17535633 -0.24681367  0.14488456  0.07768666 -0.01498078 -0.08456045
 -0.5248133   0.08680922  0.32945445 -0.09740698 -0.30321765 -0.04677145
 -0.7193718   0.03653478  0.41758835 -0.18014699 -0.04738808 -0.07501388
 -0.00193667 -0.07403488  0.23099834 -0.03311443  0.1275349  -0.15033399
 -0.05673467 -0.2206879   0.35129336  0.235133  ]","['sku0014', 'sku0700', 'sku0271', 'sku0452', 'sku1015']",sku1326
Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies Art Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,"[-0.07707542  0.3374257  -0.01163541  0.09412923  0.40037045 -0.2547083
  0.25996572  0.24777679 -0.03130143  0.080347   -0.08562819 -0.23482557
 -0.06471872  0.18804    -0.12597899  0.02227572  0.23991099  0.16995072
  0.4960057  -0.46445575  0.16385016 -0.12667714 -0.01916571 -0.05939144
  0.25724414 -0.13862313 -0.10081572 -0.13224256 -0.2448537  -0.19861142
 -0.12638672  0.3677114  -0.43725228  0.19914572 -0.30356485  0.11495186
  0.00111    -0.30861983  0.18527639 -0.58439857  0.4806024  -0.23597285
 -0.43271714 -0.4225936  -0.42617655  0.07474742  0.11710943 -0.25034055
  0.06193742 -0.34978366 -0.19779143 -0.01260129 -0.10695828  0.45584574
 -0.053106   -1.0838088  -0.07006156  0.02750243  0.94545776  0.02590514
  0.25142     0.21818015 -0.31135416  0.50917184  0.36422572 -0.05273914
  0.32451075  0.2010043   0.17330858  0.22084387  0.03212286  0.3234287
  0.22285143 -0.18961142  0.0525543   0.16706143  0.53699285  0.27551046
 -0.35340092  0.06776186  0.5048833   0.06642629 -0.15650244  0.19433284
 -0.6661828   0.05304457  0.03083757  0.10937243  0.30342272 -0.32539144
  0.39189428 -0.222875    0.21445917 -0.11483855 -0.28540018 -0.02747828
 -0.12458143 -0.43517557  0.7089114  -0.12898672]","['sku0908', 'sku1054', 'sku1246', 'sku1606', 'sku0282']",sku1329
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","Office Supplies Appliances Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","[-0.19723982  0.09149253  0.26062074 -0.11307567  0.05850519 -0.03634169
  0.02171466  0.31841    -0.07427688 -0.01000033  0.02622807 -0.1770095
 -0.01975545 -0.00835107  0.01983967 -0.15651287  0.03421993  0.05368166
  0.01381534 -0.10842583  0.10894561 -0.0666482   0.1666211  -0.029642
  0.20548326  0.02001874 -0.14386414 -0.1037641  -0.22924858 -0.0942003
 -0.00824413  0.16288827  0.00378567 -0.04754533 -0.16580993  0.49168536
 -0.05405534  0.00609273  0.23502603 -0.23097886 -0.04121126 -0.3864141
 -0.09029501 -0.11629562  0.23629127  0.07215893 -0.2380212  -0.3138551
  0.2481168  -0.6219228   0.05855007 -0.13758987  0.23540154  0.77922755
 -0.12514552 -1.5596334  -0.04557534 -0.12284693  1.1891644   0.22450215
  0.19166687  0.25659487 -0.2438962   0.1484824   0.46401006  0.16919188
  0.2996407  -0.24557795  0.29100412 -0.22557095  0.03962607 -0.08127002
  0.19870654 -0.08432852  0.21658887  0.12347019  0.08044969 -0.09254286
 -0.3767299   0.11400986  0.20170574  0.07517861 -0.46312097  0.19596876
 -0.8146053   0.0340866   0.21832787 -0.24047406  0.09531467 -0.13807665
  0.1816286   0.11858632  0.0443144  -0.12199728 -0.3848333   0.00445721
  0.19819893 -0.19032393  0.38069338 -0.07422306]","['sku0590', 'sku0977', 'sku1396', 'sku0281', 'sku1091']",sku1334
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black","Office Supplies Storage SAFCO Commercial Wire Shelving, Black","[-2.87883550e-01  1.12429433e-01  8.56507197e-02 -1.30404145e-01
  3.95058960e-01 -3.18452865e-01 -2.84252256e-01  2.69402415e-01
  2.23454997e-01  3.28796148e-01  1.22260146e-01 -1.91925555e-01
  9.46604237e-02  2.62227446e-01  8.02665725e-02 -1.66991442e-01
  4.27068561e-01  7.71358609e-02  2.68836319e-01 -5.45108557e-01
  1.71787087e-02  9.31197032e-02  2.00190693e-01 -2.69806564e-01
  3.01568568e-01 -1.14578426e-01  9.14200302e-03 -1.90726146e-01
 -3.01929712e-01  1.79833159e-01  1.98317602e-01 -5.68565764e-02
 -1.29460007e-01 -3.08687184e-02  4.92774248e-02  2.86173552e-01
  1.07627638e-01 -3.04734372e-02  2.95170128e-01 -1.38255715e-01
  1.53351307e-01 -6.50588572e-01 -1.29794285e-01 -2.32132867e-01
  1.80534333e-01 -6.26988560e-02 -1.78318545e-01 -1.56372860e-01
 -1.01988753e-02 -3.01907718e-01  7.28371367e-02  1.91791356e-02
  4.22912873e-02  8.76359940e-01  1.18974149e-01 -1.54781854e+00
 -6.54245764e-02 -2.32988551e-01  1.69457722e+00  3.15390855e-01
 -1.09659433e-01 -5.86920138e-03  3.25012878e-02  3.95179719e-01
  5.30249953e-01 -1.67476699e-01  6.14028573e-01  7.55128637e-02
  4.04680967e-01 -5.13815619e-02 -1.28505856e-01 -2.83851521e-03
  1.60361215e-01 -1.37697443e-01  8.48093033e-02  1.09352283e-01
  4.23491448e-01  3.06273729e-01 -4.89790231e-01  4.82414722e-01
  5.40901482e-01  1.44757584e-01 -1.49065286e-01  3.74860823e-01
 -8.28357399e-01  1.30881323e-02  3.17111880e-01 -5.19222878e-02
  1.21028081e-03  3.19511369e-02  8.29971433e-02  2.62021329e-02
  9.23054591e-02 -1.62449837e-01 -2.50857145e-01 -1.06077142e-01
  4.87013869e-02 -1.33105144e-01  5.99942863e-01  1.61419004e-01]","['sku0073', 'sku0557', 'sku0836', 'sku0880', 'sku0419']",sku1336
Furniture,Furnishings,Tensor Computer Mounted Lamp,Furniture Furnishings Tensor Computer Mounted Lamp,"[-0.2618777   0.5203     -0.14728384 -0.00613201  0.31739834 -0.03015367
 -0.00155384 -0.12992716 -0.07675499  0.24421817  0.40248168 -0.8374283
  0.1403685   0.24641834  0.13381034  0.11751034 -0.11659327  0.5227773
  0.27902165 -0.8080943  -0.041086   -0.5514183   0.43268618 -0.11337233
  0.32606    -0.290823    0.0052955  -0.06185484 -0.38679203 -0.33296448
  0.18206216 -0.09198334 -0.37524328  0.12839818 -0.0217375   0.27159333
 -0.16019835 -0.06699999  0.37405    -0.51561004  0.37875512 -0.07713333
  0.12891449 -0.397892   -0.17409766  0.15318617 -0.10399432  0.34504816
  0.32258332 -0.25468668  0.144443    0.00418    -0.11450454  0.5479183
  0.15146565 -0.5924117  -0.289069    0.10563733  0.9814916   0.10785618
  0.21099432  0.10182332 -0.04057087  0.6559053   0.10224652  0.12285433
  0.6079417  -0.21727566  0.10650884 -0.03524667 -0.01128688  0.36379838
  0.49211732 -0.25976667  0.3586677   0.11194667  0.234872    0.12535001
 -0.36025     0.23079999  0.11010665 -0.13244082 -0.5698955   0.42140296
 -0.44537354 -0.11429834  0.368065   -0.39092267  0.04376566 -0.5782333
  0.14227034 -0.05154934  0.26424167 -0.14192234  0.03904817 -0.33847
  0.11739158 -0.40967384  0.59988666 -0.143905  ]","['sku0279', 'sku0742', 'sku0108', 'sku0297', 'sku0770']",sku1338
Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,Technology Phones Polycom SoundPoint IP 450 VoIP phone,"[-0.11966535 -0.12593333  0.3340552   0.14271267  0.42538    -0.07912599
 -0.26862928 -0.28767005  0.4842082  -0.12758751  0.24603166 -0.49561903
 -0.3694115   0.14424832  0.20669901 -0.22113566  0.01441284  0.21806361
  0.15269665 -0.03841333 -0.613725   -0.32937336  0.5268267   0.3913667
  0.32003    -0.050252    0.37369832  0.6274167  -0.2953483   0.27499
  0.08657318  1.0445799   0.23466498  0.06859767  0.48334667  0.00364333
 -0.5612805  -0.1744455   0.438055   -0.14488517  0.292405   -0.31690684
 -0.1296968  -0.012178   -0.45211837 -0.25945416 -0.13776512  0.09571602
  0.7105283  -0.22996335  0.00874812  0.4166936   0.57027566  0.263635
  0.1621965  -0.79553694 -0.15414831  0.17157102  1.1202732   0.17171001
 -0.08750334 -0.4960067  -0.07808301 -0.23159666 -0.32652     0.14383766
  0.54095334 -0.0804735   0.7016136   0.17835166 -0.27684167  0.12262134
  0.02032483 -0.81847167  0.2547547   0.05265333  0.21895398 -0.3868033
 -0.3831645  -0.18183233  0.9058159  -0.84539294 -0.036307    0.00830083
 -1.5222445   0.350005    0.64074165 -0.22041883  0.01038883  0.10442334
  0.38703334  0.4657713   0.19907665 -0.40941167  0.11170834  0.03396801
  0.06156833 -0.01783834  0.54501784  0.18367332]","['sku0008', 'sku0298', 'sku0530', 'sku0951', 'sku0896']",sku1339
Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","Office Supplies Paper Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","[-0.27995348 -0.04638001  0.31118    -0.185914    0.06125501  0.07948374
 -0.02534898  0.10141728  0.25574976  0.11289337  0.34030473 -0.25252324
  0.23982748  0.296743   -0.06546538 -0.05621189 -0.22017573 -0.07413726
  0.18350251 -0.10530624 -0.17736486  0.2162106  -0.14443062  0.06045251
 -0.03012051 -0.17106089  0.32879812  0.11546624 -0.16522412 -0.13647339
  0.42363614  0.80278873  0.18581474  0.23156013 -0.0747135   0.398615
 -0.1801805   0.09971939 -0.00983001 -0.42539945  0.16542375 -0.25563687
 -0.12892102 -0.31217426 -0.21395499 -0.20170437 -0.12487999 -0.26252112
  0.10172449 -0.41374874  0.13777223  0.15024875  0.3999976   0.6892643
 -0.0657125  -1.6237949  -0.11710225  0.00981163  1.2392676   0.205102
  0.24858084  0.1489205  -0.5013199   0.08386074  0.45515513  0.19739163
  0.20044926  0.39505625  0.12911877  0.16711664 -0.04590887 -0.17407937
  0.3325025  -0.5330875   0.204297    0.13825     0.11676374  0.32169077
 -0.8408638  -0.14637363  0.61526436 -0.17405574 -0.15483087  0.18032338
 -0.9768025  -0.30478537  0.13553463  0.02701175 -0.0681345  -0.20638001
  0.18124034  0.08222862  0.20308413  0.00521192 -0.37707263  0.02472788
  0.13990149 -0.00719124  0.658145    0.10294013]","['sku0503', 'sku0563', 'sku1239', 'sku0163', 'sku0321']",sku1340
Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,Technology Machines Cisco CP-7937G Unified IP Conference Station Phone,"[-0.11552049  0.10129128  0.18635598 -0.02391137  0.3190725  -0.27952623
  0.06064589  0.01068204  0.16254488  0.20026813  0.36622876 -0.4603459
  0.03698838 -0.10826249  0.070845   -0.33183926  0.32144088  0.15570673
 -0.22321425 -0.25814876 -0.23891337 -0.20638725  0.22173138  0.26397336
 -0.02011387 -0.16435125  0.45400128  0.33239007 -0.10264149  0.33331424
 -0.04258876  0.8246957   0.03055626  0.18074663  0.32385877 -0.09514999
 -0.3211245  -0.1544375   0.46262872 -0.23260818 -0.05616124 -0.38445002
 -0.03547274 -0.1309375  -0.30152875 -0.15487114  0.08984876  0.05291625
  0.3208335  -0.25983763 -0.1667359   0.12737998  0.269638    0.44745526
  0.10172611 -1.5484093  -0.101755    0.21348     1.4081837   0.31848374
 -0.202995   -0.20358975 -0.29715502  0.09780876 -0.14490213  0.01098287
  0.20021364  0.08918175  0.34422502  0.4204389  -0.09687374 -0.02023399
  0.05639738 -0.6389866   0.18012875 -0.05194625  0.17212625 -0.06366826
 -0.62634224 -0.12030775  0.66698617 -0.3939811  -0.45054522  0.09093088
 -1.1942501   0.3433006   0.34842622 -0.20592251  0.22579987  0.090103
  0.40922502  0.22314219  0.03433375  0.24359876 -0.10964088 -0.10516714
 -0.00946438 -0.11108777  0.82038623  0.32291263]","['sku0525', 'sku0775', 'sku0911', 'sku1313', 'sku1527']",sku1341
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies Art Boston 16701 Slimline Battery Pencil Sharpener,"[-0.162159    0.29710627 -0.05640213 -0.01671443  0.22223376  0.06433988
  0.33247375  0.05205588 -0.14871123  0.2713411  -0.05296466 -0.11692691
 -0.20903873  0.25739124 -0.17829499 -0.0623525   0.21800014  0.12554589
  0.1987775  -0.44024277  0.03496013 -0.1275275  -0.17039487 -0.21285877
  0.31166875 -0.05646313 -0.01114376 -0.24272324 -0.27557787 -0.0934255
 -0.13851587  0.22463249 -0.1451095   0.14105976 -0.1455255   0.13870087
 -0.27936074 -0.30034685  0.32154375 -0.34907624  0.5006421  -0.35902426
 -0.18406749 -0.50206083 -0.12609425 -0.06783061  0.11045264 -0.41361547
  0.16379523 -0.01185569  0.02320413 -0.04566226 -0.13381849  0.32899627
 -0.1795075  -1.0976062  -0.05264637 -0.22908488  0.9362893   0.08797698
 -0.09831251  0.25632787 -0.26311326  0.41052037  0.30167076 -0.05039487
  0.39301127  0.12356751  0.05129251  0.3221404   0.025955    0.2213355
  0.05434125 -0.16562875  0.06238825 -0.00731624  0.29307264  0.16485964
 -0.40198618 -0.01852     0.28973424  0.223793   -0.10953463  0.10715249
 -0.6365385  -0.05530275  0.13036126 -0.01197413  0.0892625  -0.18703535
  0.16172525 -0.28471312  0.31764513 -0.07422248 -0.15102875  0.02289001
  0.07431749 -0.29712376  0.45907372 -0.05357087]","['sku0282', 'sku1606', 'sku0401', 'sku0031', 'sku0815']",sku1344
Office Supplies,Labels,Avery 494,Office Supplies Labels Avery 494,"[ 0.2679395  -0.3283275   0.163905   -0.32947475  0.30837998 -0.3403105
 -0.08173849  0.09415101  0.0121745  -0.03014725  0.2028545  -0.30022725
  0.30034125  0.2904795  -0.077405   -0.0129425   0.463355    0.01493025
  0.064935   -0.18723999  0.082057   -0.05990425  0.11905375 -0.25569502
 -0.23471752  0.046783   -0.0220625  -0.39113    -0.09322751  0.0735025
  0.28846323  0.2083275   0.06983124  0.33664    -0.30294752  0.42733747
  0.1457475   0.14148875  0.03741674 -0.4898325   0.28887498 -0.08617774
 -0.03618059 -0.11282675  0.2241475  -0.1614645  -0.13585775 -0.38154003
  0.26389545 -0.2685411   0.3770625  -0.1529525   0.02596025  0.27939004
  0.15123975 -1.8005749  -0.22534025 -0.08955251  1.1670686   0.33943897
  0.05808999  0.05010249 -0.21954276  0.45991752  0.4038275  -0.3988725
  0.399935    0.13931751  0.30142498  0.13286327  0.0206375  -0.05844475
 -0.331295   -0.25977024  0.2231875  -0.074195   -0.02641501  0.09999
 -0.77927     0.05129825  0.202975    0.05294176 -0.58306926  0.41852
 -0.6748625   0.02492675  0.3206475  -0.11128001 -0.125294   -0.14175001
  0.07446499 -0.04857139  0.11972775 -0.19108    -0.400525    0.04055276
 -0.00906026 -0.00383     0.46056998  0.04532501]","['sku0050', 'sku0256', 'sku0640', 'sku0287', 'sku0689']",sku1345
Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”","Office Supplies Paper Memo Book, 100 Message Capacity, 5 3/8” x 11”","[-2.96597749e-01  2.23891243e-01  1.56335980e-01 -1.68501109e-01
  3.40503722e-01 -7.32550174e-02  9.37901214e-02  2.58064941e-02
  9.65719149e-02  1.05303377e-01  3.42916012e-01 -4.37492371e-01
  1.18851244e-01  4.26112860e-03  4.47837263e-03 -2.70718858e-02
  2.69788742e-01  1.60576507e-01 -1.51047125e-01 -3.83793771e-01
  9.40637477e-03 -1.71799764e-01 -2.05250621e-01  1.65874958e-02
  2.71949917e-02 -9.51868817e-02  1.70374244e-01 -1.00305498e-01
 -9.18012634e-02  1.48011759e-01  3.98932844e-01  3.02053988e-01
 -2.44143754e-02  9.05337557e-02 -3.70867521e-01  4.97597516e-01
 -2.94050016e-02  1.28664374e-01  8.57374966e-02 -7.38356188e-02
 -1.56926230e-01 -4.29917991e-01  6.11512512e-02 -3.03074241e-01
  3.53824981e-02 -2.08075508e-01 -2.94037521e-01 -4.72938716e-01
 -1.75888762e-01 -3.23121250e-01  4.38924015e-01  7.30874985e-02
  3.43979150e-01  9.53817487e-01 -9.67412516e-02 -1.85371125e+00
 -9.40585062e-02 -7.71338642e-02  1.45240128e+00  1.20562278e-01
 -1.94804035e-02  1.80302486e-01 -2.78759509e-01 -2.59452254e-01
  5.37842989e-01 -1.10432491e-01  2.02474862e-01  3.27768743e-01
  4.82820004e-01  5.67883253e-04  1.55336246e-01  1.78156629e-01
  1.05956465e-01 -2.59793758e-01  2.81287014e-01  3.28539997e-01
  2.37571210e-01  2.55351633e-01 -1.00546360e+00  6.72888756e-02
  2.94156373e-01 -7.28741139e-02 -4.21812385e-01  8.81112553e-03
 -1.12177384e+00 -1.89362854e-01  3.80740851e-01 -4.20727134e-01
 -4.22113761e-02 -4.04201299e-02  1.05004355e-01  2.26757243e-01
  2.50098377e-01 -3.21194567e-02 -8.15723687e-02  3.82393822e-02
  2.38534920e-02 -3.60964328e-01  3.36215824e-01  2.77486652e-01]","['sku0070', 'sku1239', 'sku0163', 'sku0728', 'sku0363']",sku1347
Office Supplies,Art,Newell 35,Office Supplies Art Newell 35,"[ 0.066637    0.296704    0.00479749 -0.14105341  0.3857     -0.26712522
 -0.09071501  0.320835    0.0573525   0.17051825  0.14193317 -0.39685282
 -0.01634251  0.2683705  -0.08771575  0.058095    0.3861025   0.16160525
 -0.15355751  0.09095752  0.06048775 -0.0464475   0.17742376 -0.14380752
 -0.09274501 -0.233127   -0.064135   -0.57916    -0.19512574  0.04836249
 -0.18519676  0.153115   -0.1877975   0.20165    -0.3243125   0.3170825
 -0.08231501  0.10619525  0.0493875  -0.4264425   0.27254426 -0.5458725
 -0.214645   -0.28870624  0.342656    0.11263551 -0.17495748 -0.465275
  0.337353   -0.18821487  0.24086499 -0.27320752 -0.034137    0.42757624
 -0.08998025 -1.5966225  -0.07962025 -0.33284     1.099155    0.166584
  0.10308     0.18829998 -0.10382725  0.26986575  0.31536752 -0.12942
  0.348035    0.2868775   0.27074248  0.30510825  0.040041    0.29461774
 -0.10143001 -0.348185    0.1986725  -0.2457775   0.28961247  0.413475
 -0.9236575   0.07025325  0.3081715   0.2568225  -0.38562924  0.19466749
 -0.72170275  0.0623705  -0.20248249 -0.039799   -0.085419   -0.5325575
  0.1990575  -0.29435062  0.21898276  0.11239251 -0.32890502  0.00806801
  0.01465748 -0.2487      0.3991225   0.27387327]","['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku1348
Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies Binders Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,"[-0.1341432   0.17461671 -0.13268521 -0.5014509   0.2921068  -0.2906531
 -0.05941065  0.08618601  0.00890851  0.0592523   0.36016852 -0.2610672
  0.0279657   0.284774    0.26643974  0.087286    0.40219903  0.0241751
  0.30664602 -0.47353297  0.0690791  -0.1368031   0.11461551  0.061411
  0.00720969 -0.07932434 -0.04091119 -0.3492485  -0.2147357   0.13760899
  0.15553471  0.18992159 -0.03740229 -0.00668481 -0.0083622   0.230321
  0.16044107  0.2580441   0.2294244  -0.0037904  -0.0126945  -0.46875438
 -0.25285462 -0.10268599 -0.182513   -0.0903904  -0.179692   -0.37488198
  0.07305849 -0.267919    0.23474118 -0.067656    0.11481389  0.6324048
 -0.07143319 -1.3396447  -0.23898199 -0.005555    0.93429697  0.19548708
  0.20695582  0.265948   -0.05462595  0.3766327   0.380809   -0.2100519
  0.65009135  0.20455201  0.09931709 -0.1144807  -0.14994347  0.32272393
  0.08538941 -0.14246501  0.20772071  0.0486864   0.17154855  0.114573
 -0.447084    0.06106059  0.3207695   0.206044   -0.56752354  0.00514769
 -0.584256   -0.1997343   0.30681401 -0.0794359   0.05265086 -0.005952
  0.0894563  -0.13857129 -0.15074591 -0.1291584   0.09889401  0.05414651
 -0.08538    -0.1897658   0.1619338   0.1502115 ]","['sku0875', 'sku0799', 'sku0351', 'sku0987', 'sku0305']",sku1349
