Category,Sub-Category,Product Name,top_similar_products,sku
Furniture,Chairs,Global Leather Executive Chair,"['sku1485', 'sku0446', 'sku0052', 'sku0269', 'sku0996']",sku0820
Office Supplies,Binders,GBC Recycled Grain Textured Covers,"['sku0819', 'sku0304', 'sku0825', 'sku0613', 'sku0016']",sku0821
Office Supplies,Paper,Xerox 1941,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0822
Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,"['sku0607', 'sku0769', 'sku0107', 'sku1810', 'sku1287']",sku0823
Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,"['sku1725', 'sku1619', 'sku0236', 'sku0769', 'sku1193']",sku0825
Office Supplies,Fasteners,Advantus Plastic Paper Clips,"['sku0486', 'sku0272', 'sku0034', 'sku0825', 'sku0304']",sku0827
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,"['sku1790', 'sku1309', 'sku1191', 'sku1828', 'sku0516']",sku0828
Office Supplies,Envelopes,Security-Tint Envelopes,"['sku0437', 'sku0556', 'sku0112', 'sku0589', 'sku0754']",sku0829
Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black","['sku0230', 'sku0791', 'sku0039', 'sku1485', 'sku1120']",sku0830
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum","['sku1262', 'sku0851', 'sku0809', 'sku1099', 'sku0514']",sku0831
Technology,Phones,Pyle PMP37LED,"['sku1313', 'sku1045', 'sku1122', 'sku0035', 'sku0522']",sku0832
Technology,Phones,Clarity 53712,"['sku0911', 'sku1313', 'sku0151', 'sku1778', 'sku0600']",sku0833
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,"['sku0282', 'sku1606', 'sku0815', 'sku0031', 'sku0401']",sku0834
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room","['sku0015', 'sku0977', 'sku1026', 'sku0229', 'sku0533']",sku0835
Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,"['sku0669', 'sku1762', 'sku1821', 'sku1620', 'sku0845']",sku0836
Office Supplies,Binders,GBC ProClick Punch Binding System,"['sku0492', 'sku0381', 'sku0693', 'sku0384', 'sku1487']",sku0837
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”","['sku0321', 'sku0163', 'sku0070', 'sku0563', 'sku0228']",sku0838
Office Supplies,Art,Newell 335,"['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku0841
Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,"['sku0673', 'sku0893', 'sku0318', 'sku1648', 'sku0588']",sku0842
Office Supplies,Binders,Fellowes Binding Cases,"['sku0766', 'sku0933', 'sku1487', 'sku0706', 'sku0920']",sku0843
Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,"['sku0059', 'sku1015', 'sku0777', 'sku0014', 'sku0700']",sku0844
Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,"['sku0516', 'sku1309', 'sku1828', 'sku1191', 'sku0661']",sku0845
Office Supplies,Labels,Avery 486,"['sku0050', 'sku0256', 'sku0640', 'sku0287', 'sku0689']",sku0846
Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","['sku0885', 'sku0794', 'sku0268', 'sku0442', 'sku0075']",sku0849
Technology,Accessories,Maxell DVD-RAM Discs,"['sku0787', 'sku0721', 'sku1414', 'sku1352', 'sku1549']",sku0850
Office Supplies,Art,DIXON Oriole Pencils,"['sku0629', 'sku1115', 'sku1575', 'sku0132', 'sku0374']",sku0851
Office Supplies,Paper,Xerox 202,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0852
Office Supplies,Paper,Xerox 1884,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0856
Office Supplies,Supplies,Acme Box Cutter Scissors,"['sku0504', 'sku0516', 'sku1309', 'sku0135', 'sku1339']",sku0857
Office Supplies,Storage,Staple magnet,"['sku0378', 'sku0357', 'sku0328', 'sku0129', 'sku0338']",sku0858
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,"['sku0401', 'sku1115', 'sku0449', 'sku0066', 'sku1160']",sku0862
Technology,Accessories,Logitech MX Performance Wireless Mouse,"['sku1572', 'sku0429', 'sku1593', 'sku0101', 'sku0607']",sku0863
Office Supplies,Art,Newell 337,"['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku0864
Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","['sku1501', 'sku0983', 'sku0296', 'sku1287', 'sku1066']",sku0865
Office Supplies,Labels,Avery 482,"['sku0050', 'sku0256', 'sku0640', 'sku0287', 'sku0689']",sku0866
Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","['sku1610', 'sku0569', 'sku0485', 'sku1253', 'sku1631']",sku0867
Office Supplies,Labels,Avery 483,"['sku0050', 'sku0256', 'sku0640', 'sku0287', 'sku0689']",sku0868
Office Supplies,Binders,Large Capacity Hanging Post Binders,"['sku0990', 'sku1198', 'sku0095', 'sku0766', 'sku0316']",sku0869
Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"['sku0381', 'sku1487', 'sku0570', 'sku1175', 'sku1165']",sku0870
Office Supplies,Paper,Southworth 100% Cotton The Best Paper,"['sku0034', 'sku1067', 'sku0418', 'sku0566', 'sku1147']",sku0872
Office Supplies,Paper,Xerox 1910,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0875
Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,"['sku0107', 'sku0101', 'sku0429', 'sku0607', 'sku0266']",sku0878
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","['sku0968', 'sku0637', 'sku0062', 'sku0537', 'sku0032']",sku0879
Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',"['sku0352', 'sku0529', 'sku0316', 'sku1198', 'sku0990']",sku0880
Furniture,Furnishings,Dax Clear Box Frame,"['sku1639', 'sku0994', 'sku1311', 'sku1170', 'sku0527']",sku0885
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,"['sku0059', 'sku0014', 'sku0777', 'sku0675', 'sku0933']",sku0886
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,"['sku0622', 'sku0534', 'sku0393', 'sku0394', 'sku0378']",sku0887
Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,"['sku0607', 'sku1193', 'sku0344', 'sku0101', 'sku0388']",sku0890
Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","['sku0251', 'sku0830', 'sku1685', 'sku1740', 'sku0857']",sku0892
Office Supplies,Art,Fluorescent Highlighters by Dixon,"['sku1400', 'sku0360', 'sku1719', 'sku1827', 'sku1160']",sku0893
Technology,Phones,Nortel Networks T7316 E Nt8 B27,"['sku0525', 'sku0194', 'sku0151', 'sku1778', 'sku0425']",sku0894
Office Supplies,Binders,Binding Machine Supplies,"['sku0116', 'sku0262', 'sku1487', 'sku0271', 'sku1165']",sku0896
Office Supplies,Paper,Things To Do Today Pad,"['sku1101', 'sku0503', 'sku0793', 'sku1067', 'sku0034']",sku0899
Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,"['sku0945', 'sku1488', 'sku1076', 'sku0021', 'sku0799']",sku0900
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,"['sku0003', 'sku0581', 'sku0745', 'sku0430', 'sku0323']",sku0901
Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,"['sku0444', 'sku0654', 'sku0093', 'sku0531', 'sku0309']",sku0902
Office Supplies,Paper,Xerox 1923,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0904
Office Supplies,Paper,Xerox 1931,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0906
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled","['sku1475', 'sku1819', 'sku0001', 'sku0267', 'sku0829']",sku0907
Technology,Phones,Gear Head AU3700S Headset,"['sku1313', 'sku0911', 'sku1810', 'sku0923', 'sku0012']",sku0908
Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,"['sku0155', 'sku0045', 'sku1076', 'sku0545', 'sku1488']",sku0909
Technology,Phones,Polycom CX600 IP Phone VoIP phone,"['sku0008', 'sku0298', 'sku0530', 'sku0951', 'sku0896']",sku0910
Technology,Accessories,Maxell iVDR EX 500GB Cartridge,"['sku1414', 'sku0721', 'sku0787', 'sku0679', 'sku0725']",sku0911
Office Supplies,Storage,Fellowes High-Stak Drawer Files,"['sku0718', 'sku0393', 'sku1656', 'sku0427', 'sku0405']",sku0912
Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","['sku0217', 'sku1281', 'sku0617', 'sku0595', 'sku0011']",sku0916
Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,"['sku1656', 'sku0622', 'sku0338', 'sku0405', 'sku0718']",sku0920
Technology,Accessories,Maxell 4.7GB DVD-R,"['sku1352', 'sku0787', 'sku0721', 'sku0725', 'sku0679']",sku0922
Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,"['sku0988', 'sku0771', 'sku0194', 'sku0911', 'sku1313']",sku0923
Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,"['sku0166', 'sku1270', 'sku0161', 'sku0168', 'sku0023']",sku0924
Office Supplies,Paper,Xerox 1985,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0926
Technology,Accessories,Hypercom P1300 Pinpad,"['sku0721', 'sku0787', 'sku1414', 'sku1352', 'sku0236']",sku0927
Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set","['sku0374', 'sku0402', 'sku1827', 'sku1115', 'sku0080']",sku0931
Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","['sku0857', 'sku1123', 'sku1685', 'sku1345', 'sku1291']",sku0933
Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","['sku0188', 'sku0231', 'sku1060', 'sku1091', 'sku1273']",sku0934
Office Supplies,Binders,JM Magazine Binder,"['sku1198', 'sku0990', 'sku0352', 'sku0858', 'sku1055']",sku0935
Office Supplies,Paper,Xerox 213,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0939
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,"['sku0144', 'sku1099', 'sku1347', 'sku0415', 'sku0096']",sku0940
Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","['sku0070', 'sku0728', 'sku1724', 'sku0231', 'sku0365']",sku0941
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","['sku0062', 'sku0637', 'sku0537', 'sku0032', 'sku0968']",sku0942
Office Supplies,Storage,Standard Rollaway File with Lock,"['sku1027', 'sku0357', 'sku0472', 'sku0762', 'sku0768']",sku0945
Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders","['sku0103', 'sku0692', 'sku0095', 'sku0110', 'sku0250']",sku0946
Furniture,Tables,Bevis Boat-Shaped Conference Table,"['sku0122', 'sku0211', 'sku0011', 'sku0617', 'sku0278']",sku0947
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","['sku0102', 'sku0481', 'sku0792', 'sku1472', 'sku1279']",sku0948
Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","['sku0595', 'sku0011', 'sku0217', 'sku0617', 'sku1281']",sku0950
Office Supplies,Paper,Xerox 210,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0951
Office Supplies,Binders,Avery Durable Slant Ring Binders,"['sku0123', 'sku0806', 'sku0110', 'sku0079', 'sku0250']",sku0958
Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream","['sku1685', 'sku1740', 'sku0962', 'sku0253', 'sku1067']",sku0959
Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,"['sku0036', 'sku1211', 'sku0108', 'sku1792', 'sku1131']",sku0960
Office Supplies,Binders,Zipper Ring Binder Pockets,"['sku0079', 'sku0250', 'sku0521', 'sku0654', 'sku0474']",sku0962
Office Supplies,Labels,Avery File Folder Labels,"['sku0581', 'sku0323', 'sku0430', 'sku0745', 'sku0003']",sku0964
Office Supplies,Labels,Color-Coded Legal Exhibit Labels,"['sku0003', 'sku0942', 'sku0927', 'sku0086', 'sku1222']",sku0965
Office Supplies,Paper,Xerox 212,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0967
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,"['sku0962', 'sku1147', 'sku1685', 'sku0034', 'sku0566']",sku0968
Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,"['sku0419', 'sku0622', 'sku0083', 'sku0073', 'sku0378']",sku0970
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,"['sku1639', 'sku0994', 'sku0699', 'sku1311', 'sku0075']",sku0971
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,"['sku0155', 'sku0715', 'sku1488', 'sku0945', 'sku0045']",sku0977
Office Supplies,Paper,Xerox 188,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0980
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","['sku0156', 'sku0314', 'sku0360', 'sku1115', 'sku0371']",sku0982
Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),"['sku1136', 'sku0421', 'sku0878', 'sku1448', 'sku0986']",sku0983
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","['sku0112', 'sku0589', 'sku0599', 'sku0246', 'sku0437']",sku0986
Technology,Machines,Wasp CCD Handheld Bar Code Reader,"['sku1762', 'sku1821', 'sku1139', 'sku1456', 'sku1620']",sku0987
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,"['sku0987', 'sku0654', 'sku0309', 'sku0444', 'sku0531']",sku0988
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,"['sku0902', 'sku0371', 'sku1503', 'sku1115', 'sku1054']",sku0990
Office Supplies,Paper,Xerox 1979,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0994
Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,"['sku0059', 'sku0452', 'sku0700', 'sku0933', 'sku0777']",sku0995
Technology,Phones,Plantronics Voyager Pro Legend,"['sku1136', 'sku1448', 'sku0878', 'sku0421', 'sku1231']",sku0996
Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,"['sku0754', 'sku0497', 'sku0112', 'sku0589', 'sku1123']",sku0997
Office Supplies,Storage,Portable Personal File Box,"['sku1027', 'sku0356', 'sku0451', 'sku0055', 'sku0768']",sku0998
Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,"['sku0628', 'sku0038', 'sku1261', 'sku0180', 'sku0788']",sku0999
Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"['sku0983', 'sku0620', 'sku0296', 'sku0266', 'sku1763']",sku1002
Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"['sku0018', 'sku0356', 'sku0734', 'sku1027', 'sku1667']",sku1005
Office Supplies,Binders,UniKeep View Case Binders,"['sku0692', 'sku0715', 'sku0990', 'sku1198', 'sku1214']",sku1008
Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","['sku1447', 'sku0886', 'sku1279', 'sku0126', 'sku1120']",sku1011
Office Supplies,Storage,Project Tote Personal File,"['sku0451', 'sku0762', 'sku0055', 'sku1027', 'sku0148']",sku1013
Technology,Accessories,Enermax Acrylux Wireless Keyboard,"['sku0101', 'sku0607', 'sku1182', 'sku0296', 'sku1593']",sku1015
Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,"['sku0279', 'sku0623', 'sku1131', 'sku0377', 'sku1363']",sku1017
Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,"['sku0986', 'sku0722', 'sku1136', 'sku1448', 'sku0878']",sku1019
Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,"['sku0227', 'sku0087', 'sku0386', 'sku0534', 'sku0356']",sku1020
Office Supplies,Art,Staples in misc. colors,"['sku0374', 'sku1115', 'sku0423', 'sku0033', 'sku1160']",sku1021
Furniture,Chairs,Global Comet Stacking Arm Chair,"['sku0024', 'sku0125', 'sku0872', 'sku0213', 'sku0655']",sku1022
Technology,Machines,Cisco SPA525G2 5-Line IP Phone,"['sku1847', 'sku0202', 'sku0525', 'sku0425', 'sku0867']",sku1023
Office Supplies,Envelopes,Peel & Seel Envelopes,"['sku0233', 'sku0837', 'sku1329', 'sku0114', 'sku0437']",sku1024
Office Supplies,Binders,GBC Plastic Binding Combs,"['sku0059', 'sku0014', 'sku0675', 'sku0700', 'sku0583']",sku1025
Office Supplies,Paper,Xerox 2,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku1026
Office Supplies,Paper,Xerox 1935,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku1027
Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,"['sku0600', 'sku0923', 'sku1066', 'sku1755', 'sku0162']",sku1028
Technology,Phones,Cisco SPA508G,"['sku0496', 'sku0522', 'sku0425', 'sku0525', 'sku1313']",sku1030
Office Supplies,Labels,Avery 514,"['sku0050', 'sku0256', 'sku0640', 'sku0287', 'sku0689']",sku1033
Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,"['sku0418', 'sku0034', 'sku0566', 'sku0619', 'sku1385']",sku1034
Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,"['sku0792', 'sku0886', 'sku1472', 'sku0126', 'sku1279']",sku1037
Office Supplies,Binders,Aluminum Screw Posts,"['sku0095', 'sku0990', 'sku1198', 'sku0692', 'sku0516']",sku1038
Office Supplies,Art,Newell 336,"['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku1039
Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,"['sku1352', 'sku0787', 'sku0721', 'sku0725', 'sku0679']",sku1042
Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","['sku0788', 'sku0038', 'sku1261', 'sku0922', 'sku0072']",sku1043
Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack","['sku0726', 'sku0374', 'sku0402', 'sku0132', 'sku1827']",sku1044
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,"['sku0010', 'sku0651', 'sku1347', 'sku0144', 'sku0924']",sku1045
Furniture,Chairs,"Global Stack Chair without Arms, Black","['sku0125', 'sku0213', 'sku0052', 'sku0230', 'sku1485']",sku1046
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"['sku0784', 'sku0886', 'sku1472', 'sku0126', 'sku0481']",sku1051
Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","['sku0206', 'sku0231', 'sku0728', 'sku0188', 'sku1060']",sku1052
Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock","['sku0268', 'sku0593', 'sku0569', 'sku0485', 'sku0885']",sku1053
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,"['sku1575', 'sku0629', 'sku0680', 'sku1115', 'sku1227']",sku1054
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,"['sku0784', 'sku0792', 'sku0126', 'sku0886', 'sku0481']",sku1055
Office Supplies,Binders,Avery Round Ring Poly Binders,"['sku0277', 'sku1377', 'sku0045', 'sku0177', 'sku1573']",sku1057
Office Supplies,Binders,Avery Hole Reinforcements,"['sku1214', 'sku0079', 'sku0692', 'sku0990', 'sku1198']",sku1058
Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","['sku0021', 'sku1488', 'sku1076', 'sku0875', 'sku1248']",sku1059
Office Supplies,Fasteners,Stockwell Gold Paper Clips,"['sku0486', 'sku0034', 'sku0272', 'sku0694', 'sku1067']",sku1060
Office Supplies,Fasteners,"Super Bands, 12/Pack","['sku0495', 'sku1020', 'sku1824', 'sku0537', 'sku0032']",sku1063
Technology,Phones,Plantronics 81402,"['sku0911', 'sku1313', 'sku1778', 'sku0151', 'sku0522']",sku1065
Office Supplies,Fasteners,Assorted Color Push Pins,"['sku1101', 'sku0197', 'sku0111', 'sku0053', 'sku1385']",sku1066
Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series","['sku1078', 'sku0445', 'sku0281', 'sku0032', 'sku0537']",sku1067
Office Supplies,Binders,3M Organizer Strips,"['sku1726', 'sku0990', 'sku1198', 'sku0692', 'sku0095']",sku1073
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,"['sku0123', 'sku0740', 'sku0654', 'sku1055', 'sku0305']",sku1074
Technology,Accessories,Micropad Numeric Keypads,"['sku1057', 'sku0153', 'sku0769', 'sku1193', 'sku0101']",sku1076
Office Supplies,Art,Newell 328,"['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku1077
Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,"['sku0536', 'sku1347', 'sku0144', 'sku0851', 'sku0514']",sku1078
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy","['sku0052', 'sku1485', 'sku0655', 'sku0071', 'sku0269']",sku1082
Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,"['sku1762', 'sku1821', 'sku0208', 'sku1139', 'sku1818']",sku1086
Office Supplies,Paper,Xerox 224,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku1087
Office Supplies,Labels,Avery 488,"['sku0050', 'sku0256', 'sku0640', 'sku0287', 'sku0689']",sku1089
Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,"['sku1082', 'sku1612', 'sku1699', 'sku1340', 'sku0900']",sku1091
Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,"['sku0031', 'sku0282', 'sku1606', 'sku0941', 'sku0066']",sku1092
Technology,Phones,AT&T 1080 Corded phone,"['sku0303', 'sku1397', 'sku0054', 'sku0507', 'sku0174']",sku1093
Office Supplies,Paper,Xerox 1950,"['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku1094
Office Supplies,Storage,"Fellowes Mobile File Cart, Black","['sku0765', 'sku0118', 'sku0055', 'sku0081', 'sku1667']",sku1096
